ID,LINKEDIN,HRTRAINING,SICKDAYS
24541,Yes,No,8
24542,Yes,Yes,13
24543,No,Yes,3
24544,No,No,7
24545,Yes,No,17
24546,No,No,11
24547,Yes,No,18
24548,No,Yes,8
24549,No,No,6
24550,Yes,No,11
24551,Yes,No,12
24552,Yes,No,16
24553,No,No,10
24554,Yes,No,12
24555,No,No,16
24556,No,Yes,12
24557,No,No,13
24558,Yes,No,10
24559,Yes,No,11
24560,Yes,Yes,11
24561,Yes,No,9
24562,Yes,No,14
24563,No,Yes,14
24564,No,No,13
24565,Yes,Yes,11
24566,No,No,9
24567,No,Yes,11
24568,Yes,Yes,6
24569,No,No,9
24570,Yes,Yes,8
24571,No,No,14
24572,Yes,Yes,12
24573,Yes,No,20
24574,Yes,No,10
24575,No,Yes,11
24576,Yes,Yes,12
24577,Yes,Yes,9
24578,Yes,Yes,7
24579,No,Yes,10
24580,No,No,13
24581,Yes,Yes,9
24582,No,No,14
24583,No,Yes,13
24584,No,No,12
24585,No,No,9
24586,No,Yes,5
24587,No,No,12
24588,No,Yes,14
24589,No,No,11
24590,No,No,9
24591,Yes,No,11
24592,No,Yes,14
24593,Yes,No,13
24594,No,No,12
24595,No,Yes,7
24596,No,Yes,9
24597,Yes,Yes,10
24598,Yes,No,12
24599,No,No,10
24600,No,No,15
24601,No,Yes,9
24602,No,No,10
24603,No,Yes,12
24604,Yes,Yes,11
24605,No,No,12
24606,No,No,6
24607,No,No,8
24608,Yes,No,10
24609,No,Yes,12
24610,No,No,7
24611,Yes,No,11
24612,No,No,12
24613,No,No,12
24614,No,No,16
24615,No,No,14
24616,Yes,No,10
24617,No,No,6
24618,Yes,Yes,12
24619,No,No,10
24620,Yes,No,10
24621,Yes,Yes,6
24622,No,No,6
24623,Yes,Yes,10
24624,Yes,Yes,12
24625,Yes,No,13
24626,No,Yes,14
24627,Yes,No,14
24628,Yes,Yes,11
24629,No,Yes,8
24630,No,No,11
24631,No,No,18
24632,No,No,11
24633,Yes,No,10
24634,No,Yes,13
24635,Yes,No,12
24636,Yes,Yes,8
24637,No,No,11
24638,No,Yes,6
24639,Yes,No,10
24640,No,Yes,12
24641,No,Yes,9
24642,Yes,No,6
24643,No,No,12
24644,Yes,Yes,9
24645,No,No,12
24646,No,No,8
24647,Yes,No,5
24648,Yes,Yes,8
24649,Yes,No,12
24650,No,No,6
24651,No,No,6
24652,Yes,No,15
24653,Yes,Yes,7
24654,Yes,No,10
24655,No,No,6
24656,No,Yes,8
24657,No,No,6
24658,Yes,Yes,8
24659,Yes,Yes,16
24660,No,No,7
24661,No,No,6
24662,No,Yes,11
24663,Yes,No,11
24664,Yes,Yes,9
24665,No,No,9
24666,Yes,No,8
24667,Yes,No,14
24668,No,No,9
24669,No,No,14
24670,Yes,No,10
24671,No,No,10
24672,No,No,13
24673,Yes,No,14
24674,No,Yes,14
24675,Yes,No,7
24676,No,No,9
24677,No,Yes,10
24678,Yes,No,12
24679,Yes,No,13
24680,Yes,No,11
24681,No,No,7
24682,Yes,Yes,7
24683,No,Yes,12
24684,Yes,No,13
24685,Yes,Yes,12
24686,No,Yes,11
24687,Yes,Yes,11
24688,No,No,15
24689,Yes,No,11
24690,Yes,No,12
24691,No,Yes,11
24692,Yes,Yes,9
24693,No,No,15
24694,No,No,11
24695,No,Yes,15
24696,No,No,9
24697,Yes,No,17
24698,Yes,No,14
24699,No,No,15
24700,Yes,No,8
24701,Yes,No,11
24702,No,Yes,6
24703,No,No,9
24704,No,No,10
24705,Yes,No,6
24706,No,Yes,9
24707,No,No,13
24708,No,No,13
24709,Yes,No,15
24710,Yes,Yes,5
24711,No,No,9
24712,No,No,17
24713,Yes,No,10
24714,Yes,No,6
24715,No,Yes,7
24716,Yes,Yes,8
24717,No,No,11
24718,Yes,Yes,6
24719,Yes,No,6
24720,No,No,14
24721,No,Yes,9
24722,Yes,Yes,6
24723,No,No,9
24724,Yes,No,7
24725,No,Yes,10
24726,Yes,No,11
24727,Yes,No,11
24728,Yes,No,10
24729,Yes,No,11
24730,Yes,No,2
24731,Yes,No,13
24732,No,Yes,4
24733,No,Yes,2
24734,No,Yes,9
24735,No,No,9
24736,No,Yes,13
24737,No,No,7
24738,Yes,No,12
24739,No,No,10
24740,Yes,No,8
24741,Yes,Yes,9
24742,No,No,10
24743,No,No,10
24744,Yes,Yes,10
24745,Yes,No,9
24746,Yes,No,7
24747,Yes,Yes,15
24748,Yes,Yes,15
24749,No,No,8
24750,Yes,Yes,12
24751,Yes,No,10
24752,Yes,No,7
24753,No,No,13
24754,No,Yes,8
24755,Yes,No,7
24756,No,Yes,14
24757,Yes,No,15
24758,No,No,6
24759,Yes,Yes,14
24760,Yes,No,8
24761,Yes,No,8
24762,No,No,16
24763,No,Yes,4
24764,No,No,10
24765,No,No,6
24766,No,No,10
24767,No,No,12
24768,No,Yes,15
24769,No,No,9
24770,No,No,5
24771,No,No,2
24772,Yes,No,8
24773,Yes,No,13
24774,Yes,Yes,7
24775,No,Yes,11
24776,No,No,3
24777,Yes,No,15
24778,No,No,11
24779,Yes,No,11
24780,No,No,12
24781,Yes,Yes,16
24782,Yes,Yes,9
24783,Yes,No,9
24784,No,No,14
24785,No,No,8
24786,No,No,7
24787,No,Yes,7
24788,No,Yes,16
24789,No,No,6
24790,No,No,13
24791,Yes,Yes,21
24792,No,No,13
24793,Yes,No,6
24794,Yes,No,9
24795,No,No,12
24796,No,No,11
24797,No,No,15
24798,No,No,11
24799,No,No,12
24800,No,No,8
24801,No,No,7
24802,No,No,14
24803,No,No,6
24804,Yes,Yes,5
24805,Yes,No,9
24806,Yes,No,9
24807,Yes,No,2
24808,Yes,No,9
24809,Yes,No,13
24810,Yes,No,11
24811,Yes,No,14
24812,No,No,9
24813,No,Yes,11
24814,Yes,No,6
24815,Yes,Yes,15
24816,No,No,12
24817,No,No,13
24818,Yes,Yes,9
24819,No,Yes,8
24820,Yes,No,13
24821,Yes,Yes,4
24822,No,No,4
24823,No,No,14
24824,Yes,No,7
24825,Yes,No,7
24826,No,No,9
24827,Yes,No,16
24828,Yes,No,14
24829,No,Yes,9
24830,No,No,7
24831,Yes,Yes,9
24832,Yes,No,11
24833,Yes,No,10
24834,No,Yes,13
24835,Yes,Yes,6
24836,No,No,10
24837,Yes,Yes,11
24838,No,No,10
24839,Yes,Yes,8
24840,No,No,10
24841,No,Yes,12
24842,No,No,11
24843,Yes,No,11
24844,Yes,No,9
24845,Yes,No,9
24846,Yes,Yes,11
24847,No,Yes,12
24848,No,No,6
24849,No,No,13
24850,No,No,8
24851,No,Yes,9
24852,Yes,No,14
24853,No,No,10
24854,Yes,No,7
24855,Yes,No,14
24856,Yes,No,14
24857,No,No,16
24858,No,Yes,10
24859,No,Yes,13
24860,Yes,No,8
24861,No,No,11
24862,No,Yes,9
24863,No,No,19
24864,No,Yes,7
24865,Yes,No,7
24866,Yes,Yes,9
24867,Yes,Yes,10
24868,No,No,14
24869,Yes,Yes,8
24870,No,No,12
24871,Yes,Yes,5
24872,Yes,No,9
24873,Yes,No,7
24874,No,Yes,11
24875,No,No,6
24876,Yes,No,10
24877,No,Yes,12
24878,Yes,Yes,10
24879,No,No,13
24880,No,No,7
24881,Yes,No,12
24882,No,No,7
24883,No,No,7
24884,Yes,No,8
24885,No,Yes,1
24886,No,No,7
24887,No,No,9
24888,Yes,No,3
24889,Yes,No,7
24890,Yes,No,15
24891,Yes,No,11
24892,No,No,11
24893,Yes,No,12
24894,Yes,Yes,7
24895,Yes,No,8
24896,No,Yes,4
24897,No,Yes,8
24898,Yes,Yes,11
24899,No,No,17
24900,No,No,11
24901,No,No,14
24902,Yes,No,11
24903,Yes,Yes,11
24904,No,No,6
24905,No,No,7
24906,No,No,6
24907,Yes,No,14
24908,Yes,Yes,7
24909,No,No,11
24910,No,No,11
24911,No,Yes,5
24912,Yes,Yes,10
24913,Yes,No,12
24914,No,No,13
24915,Yes,No,7
24916,No,No,13
24917,Yes,Yes,8
24918,No,No,15
24919,Yes,No,17
24920,Yes,Yes,9
24921,No,Yes,9
24922,No,No,11
24923,No,Yes,7
24924,Yes,No,8
24925,Yes,No,6
24926,No,Yes,8
24927,Yes,No,9
24928,Yes,Yes,3
24929,No,Yes,10
24930,Yes,Yes,8
24931,Yes,No,13
24932,Yes,No,14
24933,No,Yes,14
24934,No,Yes,11
24935,No,No,7
24936,No,No,17
24937,No,Yes,10
24938,Yes,No,2
24939,Yes,No,12
24940,No,Yes,11
24941,Yes,No,4
24942,No,No,13
24943,No,No,10
24944,Yes,No,6
24945,No,No,9
24946,No,No,4
24947,Yes,No,12
24948,Yes,No,9
24949,No,Yes,12
24950,Yes,No,12
24951,No,Yes,13
24952,No,No,10
24953,No,No,9
24954,No,Yes,13
24955,No,No,13
24956,Yes,No,8
24957,Yes,Yes,9
24958,No,No,11
24959,Yes,No,10
24960,No,No,6
24961,No,No,10
24962,No,No,16
24963,Yes,No,13
24964,Yes,No,9
24965,No,Yes,12
24966,Yes,No,7
24967,Yes,No,10
24968,No,No,9
24969,No,No,9
24970,No,No,8
24971,Yes,No,3
24972,Yes,No,10
24973,Yes,No,10
24974,No,Yes,14
24975,Yes,No,10
24976,Yes,No,12
24977,No,No,11
24978,Yes,No,12
24979,No,No,9
24980,Yes,No,5
24981,No,No,13
24982,No,No,10
24983,No,No,9
24984,Yes,No,12
24985,Yes,Yes,17
24986,Yes,Yes,10
24987,No,Yes,13
24988,Yes,Yes,11
24989,Yes,Yes,8
24990,Yes,No,11
24991,Yes,No,8
24992,Yes,No,9
24993,No,No,4
24994,Yes,No,10
24995,No,No,7
24996,No,Yes,15
24997,No,No,14
24998,Yes,Yes,10
24999,Yes,No,10
25000,Yes,Yes,8
25001,No,No,11
25002,No,No,9
25003,No,No,8
25004,No,No,10
25005,No,Yes,14
25006,Yes,Yes,12
25007,Yes,Yes,11
25008,Yes,No,8
25009,No,Yes,15
25010,Yes,No,6
25011,No,No,6
25012,No,Yes,13
25013,Yes,No,14
25014,No,No,10
25015,Yes,Yes,7
25016,No,No,9
25017,Yes,No,8
25018,No,No,10
25019,No,No,9
25020,Yes,Yes,11
25021,No,No,10
25022,No,Yes,10
25023,Yes,No,12
25024,No,No,12
25025,Yes,No,7
25026,No,No,8
25027,Yes,No,16
25028,No,No,15
25029,Yes,Yes,11
25030,Yes,No,10
25031,Yes,Yes,11
25032,No,No,5
25033,Yes,Yes,6
25034,No,No,11
25035,No,No,8
25036,Yes,Yes,12
25037,Yes,No,13
25038,No,No,10
25039,Yes,No,10
25040,No,Yes,4
25041,No,Yes,7
25042,Yes,No,14
25043,Yes,No,13
25044,Yes,Yes,10
25045,No,Yes,8
25046,Yes,Yes,7
25047,Yes,No,12
25048,Yes,No,13
25049,Yes,No,12
25050,No,Yes,12
25051,No,No,10
25052,Yes,Yes,8
25053,No,No,6
25054,Yes,Yes,13
25055,Yes,No,8
25056,No,No,13
25057,Yes,Yes,13
25058,No,No,14
25059,No,No,12
25060,Yes,No,9
25061,Yes,No,13
25062,No,Yes,10
25063,No,Yes,8
25064,Yes,No,9
25065,No,No,10
25066,Yes,No,11
25067,Yes,No,6
25068,No,No,8
25069,No,No,12
25070,No,Yes,13
25071,Yes,Yes,17
25072,No,No,9
25073,No,No,11
25074,Yes,Yes,9
25075,No,No,6
25076,No,No,7
25077,Yes,No,5
25078,No,No,9
25079,Yes,No,8
25080,Yes,Yes,12
25081,No,No,12
25082,Yes,No,8
25083,Yes,Yes,10
25084,No,No,12
25085,No,No,11
25086,No,Yes,7
25087,No,No,6
25088,No,Yes,10
25089,Yes,No,8
25090,Yes,Yes,8
25091,No,No,5
25092,No,No,5
25093,Yes,Yes,13
25094,Yes,No,15
25095,No,No,7
25096,No,Yes,9
25097,Yes,No,9
25098,Yes,No,8
25099,Yes,No,10
25100,No,No,13
25101,Yes,No,6
25102,No,No,10
25103,No,No,13
25104,Yes,No,8
25105,No,No,12
25106,No,No,8
25107,Yes,No,12
25108,Yes,No,11
25109,Yes,No,8
25110,Yes,No,14
25111,Yes,No,14
25112,No,No,12
25113,No,No,7
25114,No,No,9
25115,Yes,Yes,14
25116,No,No,10
25117,Yes,Yes,8
25118,No,No,7
25119,No,No,10
25120,No,No,14
25121,No,No,9
25122,No,No,12
25123,No,No,12
25124,No,No,8
25125,No,Yes,13
25126,Yes,No,6
25127,No,No,9
25128,No,No,12
25129,Yes,Yes,13
25130,No,Yes,7
25131,Yes,No,9
25132,No,No,6
25133,Yes,No,14
25134,Yes,No,7
25135,No,No,8
25136,Yes,No,10
25137,No,No,7
25138,No,Yes,14
25139,No,No,8
25140,No,No,14
25141,No,No,11
25142,No,No,10
25143,Yes,Yes,11
25144,Yes,No,16
25145,No,Yes,9
25146,Yes,No,14
25147,Yes,No,8
25148,Yes,No,4
25149,No,No,11
25150,Yes,No,16
25151,Yes,Yes,9
25152,No,No,12
25153,No,No,9
25154,No,No,11
25155,Yes,No,13
25156,No,No,7
25157,Yes,No,11
25158,No,No,8
25159,Yes,No,13
25160,Yes,No,13
25161,Yes,No,13
25162,No,No,8
25163,No,No,9
25164,No,No,7
25165,No,Yes,9
25166,Yes,No,11
25167,Yes,Yes,15
25168,Yes,Yes,11
25169,No,No,8
25170,No,No,9
25171,No,No,16
25172,No,No,6
25173,No,Yes,11
25174,No,No,17
25175,No,No,8
25176,Yes,No,7
25177,Yes,No,15
25178,No,Yes,11
25179,Yes,Yes,14
25180,No,Yes,8
25181,No,No,12
25182,No,Yes,6
25183,Yes,No,12
25184,Yes,No,8
25185,Yes,Yes,11
25186,No,Yes,9
25187,Yes,No,8
25188,No,No,10
25189,No,Yes,11
25190,No,No,17
25191,Yes,No,10
25192,Yes,No,10
25193,Yes,No,9
25194,Yes,Yes,9
25195,Yes,Yes,6
25196,Yes,No,19
25197,Yes,No,9
25198,No,Yes,13
25199,Yes,No,14
25200,No,No,13
25201,No,No,6
25202,Yes,Yes,14
25203,Yes,No,12
25204,No,No,11
25205,Yes,No,10
25206,Yes,No,13
25207,No,No,10
25208,No,No,9
25209,Yes,Yes,13
25210,No,No,5
25211,Yes,Yes,8
25212,Yes,Yes,12
25213,No,No,13
25214,Yes,No,6
25215,No,No,7
25216,No,Yes,11
25217,No,No,15
25218,No,Yes,16
25219,Yes,No,7
25220,No,No,9
25221,No,No,14
25222,No,Yes,10
25223,Yes,Yes,6
25224,Yes,Yes,10
25225,No,Yes,6
25226,No,Yes,8
25227,No,No,12
25228,Yes,Yes,12
25229,No,No,8
25230,Yes,No,10
25231,Yes,No,23
25232,Yes,Yes,7
25233,Yes,Yes,11
25234,Yes,Yes,15
25235,No,No,16
25236,Yes,No,12
25237,Yes,No,10
25238,No,No,13
25239,Yes,No,7
25240,No,No,15
25241,Yes,Yes,14
25242,Yes,No,6
25243,No,No,9
25244,Yes,No,13
25245,No,Yes,12
25246,Yes,No,12
25247,No,No,10
25248,Yes,No,6
25249,No,No,10
25250,Yes,No,11
25251,Yes,Yes,11
25252,Yes,No,15
25253,No,Yes,3
25254,No,No,11
25255,Yes,No,16
25256,No,Yes,10
25257,No,No,10
25258,No,No,14
25259,No,No,15
25260,No,No,11
25261,No,No,3
25262,Yes,No,12
25263,Yes,Yes,11
25264,No,No,14
25265,No,No,11
25266,No,Yes,5
25267,Yes,No,8
25268,No,No,7
25269,No,Yes,12
25270,No,Yes,9
25271,No,Yes,11
25272,Yes,No,6
25273,No,Yes,13
25274,No,No,8
25275,No,Yes,3
25276,No,Yes,3
25277,No,No,11
25278,Yes,No,8
25279,No,No,9
25280,No,No,10
25281,Yes,No,11
25282,Yes,Yes,3
25283,No,No,11
25284,No,No,11
25285,Yes,No,16
25286,No,No,14
25287,No,No,7
25288,Yes,Yes,7
25289,Yes,Yes,15
25290,Yes,No,4
25291,No,No,11
25292,No,No,9
25293,No,No,10
25294,No,No,13
25295,Yes,Yes,11
25296,Yes,No,10
25297,No,No,9
25298,Yes,No,14
25299,No,No,12
25300,No,No,11
25301,Yes,No,5
25302,No,No,15
25303,Yes,No,11
25304,Yes,No,11
25305,Yes,No,12
25306,Yes,No,10
25307,No,No,9
25308,Yes,Yes,11
25309,No,No,11
25310,No,No,14
25311,Yes,No,8
25312,No,No,10
25313,No,No,7
25314,Yes,No,9
25315,No,No,13
25316,No,Yes,4
25317,Yes,No,5
25318,No,Yes,12
25319,Yes,No,13
25320,No,No,10
25321,No,No,10
25322,Yes,No,9
25323,Yes,Yes,12
25324,No,Yes,9
25325,Yes,No,6
25326,No,No,6
25327,Yes,No,9
25328,No,No,15
25329,No,No,15
25330,Yes,No,5
25331,Yes,No,12
25332,Yes,No,10
25333,No,Yes,12
25334,No,Yes,10
25335,No,Yes,8
25336,Yes,No,8
25337,No,No,8
25338,No,No,9
25339,Yes,Yes,10
25340,Yes,No,7
25341,Yes,No,9
25342,No,No,4
25343,Yes,Yes,5
25344,No,No,8
25345,Yes,No,8
25346,No,No,10
25347,No,Yes,5
25348,No,No,14
25349,Yes,No,13
25350,No,No,15
25351,Yes,No,8
25352,No,Yes,9
25353,No,Yes,10
25354,Yes,No,9
25355,No,No,12
25356,No,No,10
25357,Yes,No,5
25358,No,No,9
25359,Yes,No,12
25360,No,No,5
25361,No,No,10
25362,Yes,No,7
25363,Yes,No,16
25364,No,No,12
25365,No,Yes,6
25366,No,No,10
25367,No,No,7
25368,Yes,No,5
25369,No,No,17
25370,No,No,7
25371,Yes,Yes,4
25372,Yes,No,14
25373,No,No,8
25374,No,Yes,12
25375,No,No,12
25376,No,Yes,11
25377,Yes,No,10
25378,No,No,11
25379,No,Yes,12
25380,No,No,13
25381,Yes,No,8
25382,No,No,10
25383,No,No,5
25384,No,Yes,6
25385,Yes,No,6
25386,Yes,Yes,8
25387,Yes,No,12
25388,Yes,Yes,5
25389,No,Yes,10
25390,Yes,No,6
25391,Yes,No,12
25392,Yes,Yes,11
25393,No,No,7
25394,No,No,11
25395,No,No,8
25396,No,Yes,12
25397,No,Yes,10
25398,Yes,No,6
25399,No,No,14
25400,No,No,12
25401,Yes,Yes,8
25402,No,Yes,10
25403,Yes,Yes,9
25404,No,No,8
25405,No,No,14
25406,No,Yes,7
25407,Yes,No,8
25408,Yes,No,15
25409,No,No,5
25410,No,No,5
25411,No,No,6
25412,Yes,No,13
25413,No,No,11
25414,Yes,No,6
25415,Yes,No,7
25416,No,No,8
25417,Yes,Yes,13
25418,Yes,Yes,8
25419,No,Yes,6
25420,No,No,5
25421,No,No,12
25422,No,No,11
25423,Yes,Yes,9
25424,Yes,Yes,7
25425,No,No,11
25426,Yes,No,9
25427,Yes,No,10
25428,Yes,No,13
25429,No,No,9
25430,No,No,10
25431,Yes,No,7
25432,Yes,No,17
25433,Yes,No,11
25434,Yes,Yes,7
25435,No,No,6
25436,No,No,6
25437,Yes,No,9
25438,No,Yes,12
25439,No,Yes,8
25440,No,No,12
25441,No,No,10
25442,Yes,No,14
25443,Yes,Yes,14
25444,Yes,No,12
25445,No,No,13
25446,Yes,Yes,14
25447,Yes,No,11
25448,No,No,7
25449,No,No,9
25450,No,Yes,12
25451,Yes,No,4
25452,No,No,15
25453,Yes,No,7
25454,Yes,Yes,9
25455,No,No,15
25456,Yes,No,5
25457,No,Yes,5
25458,No,No,10
25459,No,No,10
25460,Yes,No,8
25461,No,No,8
25462,Yes,Yes,9
25463,Yes,Yes,15
25464,No,Yes,5
25465,Yes,No,8
25466,Yes,No,9
25467,Yes,No,8
25468,No,No,8
25469,No,Yes,9
25470,No,No,4
25471,Yes,No,13
25472,Yes,Yes,7
25473,No,No,9
25474,Yes,Yes,10
25475,Yes,No,13
25476,No,Yes,6
25477,No,No,4
25478,No,Yes,12
25479,No,No,7
25480,Yes,No,15
25481,No,No,9
25482,No,No,13
25483,Yes,Yes,9
25484,Yes,No,4
25485,No,Yes,6
25486,No,Yes,15
25487,No,No,10
25488,Yes,No,8
25489,Yes,No,9
25490,No,No,9
25491,No,No,8
25492,No,No,11
25493,Yes,Yes,17
25494,No,No,9
25495,No,No,13
25496,Yes,No,12
25497,No,Yes,10
25498,Yes,Yes,17
25499,Yes,No,11
25500,Yes,Yes,13
25501,No,No,9
25502,Yes,No,8
25503,No,Yes,11
25504,Yes,No,11
25505,Yes,Yes,8
25506,Yes,No,11
25507,No,No,12
25508,Yes,Yes,16
25509,No,No,12
25510,Yes,Yes,14
25511,Yes,Yes,7
25512,No,No,8
25513,Yes,No,13
25514,Yes,No,10
25515,Yes,Yes,9
25516,No,No,11
25517,No,Yes,10
25518,Yes,Yes,14
25519,No,No,9
25520,Yes,Yes,7
25521,Yes,No,9
25522,Yes,Yes,13
25523,No,No,9
25524,Yes,No,11
25525,Yes,No,13
25526,Yes,No,11
25527,Yes,No,10
25528,No,No,4
25529,No,No,7
25530,No,Yes,9
25531,Yes,No,5
25532,No,Yes,10
25533,Yes,No,14
25534,No,No,10
25535,Yes,Yes,19
25536,No,No,14
25537,Yes,Yes,18
25538,No,Yes,9
25539,Yes,No,11
25540,No,Yes,11
25541,No,No,10
25542,No,Yes,11
25543,Yes,No,3
25544,Yes,No,12
25545,No,Yes,7
25546,No,No,5
25547,Yes,No,7
25548,Yes,Yes,15
25549,Yes,No,8
25550,No,Yes,14
25551,No,No,14
25552,No,No,8
25553,Yes,No,14
25554,No,No,10
25555,No,No,8
25556,Yes,No,11
25557,No,No,7
25558,No,No,16
25559,No,Yes,6
25560,No,No,10
25561,Yes,No,12
25562,Yes,No,9
25563,Yes,No,9
25564,Yes,No,12
25565,No,No,14
25566,Yes,No,10
25567,Yes,Yes,10
25568,Yes,Yes,7
25569,No,No,5
25570,Yes,No,7
25571,No,Yes,12
25572,No,No,10
25573,Yes,No,6
25574,No,Yes,9
25575,Yes,No,9
25576,No,No,14
25577,Yes,No,8
25578,No,Yes,11
25579,Yes,No,13
25580,Yes,Yes,10
25581,No,No,13
25582,Yes,No,14
25583,Yes,No,12
25584,Yes,No,7
25585,No,No,8
25586,No,No,9
25587,No,No,10
25588,No,No,9
25589,Yes,Yes,8
25590,No,Yes,12
25591,Yes,No,9
25592,No,No,13
25593,No,No,7
25594,No,No,10
25595,Yes,No,10
25596,No,No,12
25597,Yes,Yes,11
25598,No,No,7
25599,Yes,No,14
25600,Yes,No,13
25601,Yes,No,12
25602,Yes,No,14
25603,Yes,No,9
25604,Yes,No,10
25605,No,No,8
25606,No,Yes,13
25607,Yes,Yes,12
25608,No,Yes,7
25609,No,Yes,5
25610,No,No,11
25611,No,No,11
25612,Yes,No,6
25613,No,Yes,7
25614,Yes,No,11
25615,No,No,10
25616,No,Yes,7
25617,Yes,No,8
25618,Yes,Yes,9
25619,No,No,10
25620,Yes,No,13
25621,No,Yes,8
25622,Yes,Yes,13
25623,No,No,5
25624,Yes,Yes,11
25625,Yes,No,8
25626,No,Yes,9
25627,Yes,No,5
25628,No,Yes,8
25629,No,No,11
25630,Yes,No,12
25631,No,No,7
25632,Yes,Yes,10
25633,Yes,No,14
25634,No,No,7
25635,Yes,No,11
25636,No,No,7
25637,Yes,No,12
25638,No,No,8
25639,Yes,No,6
25640,Yes,No,7
25641,Yes,No,4
25642,No,No,8
25643,No,No,7
25644,No,Yes,7
25645,Yes,Yes,6
25646,Yes,No,7
25647,Yes,No,12
25648,No,No,13
25649,No,No,14
25650,No,Yes,10
25651,No,Yes,13
25652,Yes,Yes,14
25653,No,No,9
25654,No,Yes,12
25655,No,Yes,10
25656,Yes,No,3
25657,No,No,15
25658,No,No,6
25659,Yes,No,12
25660,No,No,9
25661,No,No,13
25662,No,No,8
25663,No,No,9
25664,Yes,Yes,9
25665,Yes,Yes,8
25666,Yes,Yes,12
25667,Yes,No,6
25668,Yes,Yes,5
25669,No,No,10
25670,No,No,14
25671,Yes,Yes,6
25672,No,No,9
25673,Yes,No,8
25674,Yes,No,4
25675,No,Yes,7
25676,Yes,No,11
25677,No,No,14
25678,Yes,No,7
25679,No,No,6
25680,Yes,No,10
25681,No,No,10
25682,No,No,9
25683,Yes,Yes,12
25684,No,No,10
25685,Yes,No,18
25686,No,No,12
25687,Yes,Yes,15
25688,No,Yes,7
25689,No,No,15
25690,No,No,13
25691,No,No,8
25692,Yes,No,10
25693,Yes,No,11
25694,No,No,10
25695,Yes,No,10
25696,Yes,No,14
25697,Yes,Yes,6
25698,Yes,Yes,11
25699,Yes,No,11
25700,Yes,No,11
25701,Yes,Yes,5
25702,No,No,10
25703,Yes,No,13
25704,Yes,Yes,13
25705,No,No,8
25706,No,No,9
25707,Yes,No,5
25708,No,No,8
25709,Yes,No,13
25710,No,Yes,12
25711,No,Yes,10
25712,No,Yes,13
25713,No,No,13
25714,Yes,No,14
25715,Yes,Yes,10
25716,Yes,No,15
25717,Yes,No,11
25718,No,Yes,8
25719,Yes,Yes,13
25720,No,No,11
25721,No,Yes,12
25722,Yes,No,12
25723,No,Yes,14
25724,No,No,7
25725,No,Yes,10
25726,No,No,10
25727,Yes,Yes,6
25728,No,No,19
25729,Yes,No,3
25730,No,No,13
25731,Yes,Yes,11
25732,No,Yes,9
25733,No,No,4
25734,No,Yes,12
25735,Yes,Yes,12
25736,No,No,10
25737,No,No,9
25738,Yes,No,15
25739,No,No,13
25740,No,No,11
25741,No,No,8
25742,Yes,Yes,10
25743,No,Yes,6
25744,No,No,16
25745,No,No,11
25746,No,Yes,3
25747,No,No,9
25748,Yes,No,12
25749,No,No,8
25750,Yes,No,10
25751,Yes,No,17
25752,Yes,No,14
25753,No,Yes,7
25754,No,No,11
25755,Yes,Yes,16
25756,Yes,Yes,8
25757,Yes,No,15
25758,Yes,Yes,8
25759,No,Yes,6
25760,Yes,No,16
25761,No,Yes,13
25762,Yes,No,15
25763,No,No,9
25764,No,Yes,8
25765,Yes,No,14
25766,No,No,12
25767,No,No,7
25768,No,Yes,9
25769,No,No,10
25770,No,No,11
25771,Yes,Yes,8
25772,Yes,No,7
25773,Yes,No,10
25774,No,No,11
25775,No,No,8
25776,No,Yes,11
25777,Yes,Yes,16
25778,Yes,No,6
25779,No,No,11
25780,No,No,12
25781,Yes,Yes,7
25782,Yes,No,10
25783,Yes,Yes,16
25784,No,Yes,11
25785,Yes,No,6
25786,Yes,No,7
25787,No,Yes,13
25788,Yes,Yes,10
25789,No,No,6
25790,Yes,No,7
25791,Yes,Yes,10
25792,No,No,11
25793,Yes,Yes,8
25794,Yes,No,15
25795,No,No,8
25796,Yes,No,9
25797,Yes,No,14
25798,Yes,Yes,7
25799,No,No,15
25800,Yes,No,9
25801,No,Yes,12
25802,No,Yes,15
25803,No,No,3
25804,No,No,12
25805,No,No,6
25806,Yes,No,7
25807,Yes,Yes,6
25808,Yes,Yes,15
25809,Yes,No,10
25810,Yes,No,12
25811,No,Yes,11
25812,Yes,Yes,14
25813,No,Yes,7
25814,No,No,14
25815,Yes,Yes,14
25816,Yes,No,8
25817,Yes,No,6
25818,Yes,No,9
25819,No,No,15
25820,Yes,No,13
25821,No,Yes,3
25822,Yes,No,13
25823,Yes,Yes,10
25824,No,No,5
25825,No,No,10
25826,Yes,No,11
25827,No,No,6
25828,No,No,9
25829,No,Yes,11
25830,Yes,No,9
25831,Yes,No,10
25832,No,Yes,10
25833,No,Yes,14
25834,No,Yes,11
25835,No,No,10
25836,Yes,Yes,8
25837,No,Yes,7
25838,Yes,No,9
25839,No,No,7
25840,Yes,No,7
25841,Yes,Yes,13
25842,No,No,10
25843,No,No,16
25844,Yes,No,7
25845,No,Yes,12
25846,Yes,No,5
25847,No,No,12
25848,No,No,10
25849,Yes,No,8
25850,No,No,13
25851,Yes,No,10
25852,No,No,9
25853,Yes,Yes,9
25854,No,No,7
25855,No,Yes,14
25856,No,No,9
25857,No,No,9
25858,No,No,10
25859,No,Yes,11
25860,No,No,13
25861,Yes,No,15
25862,Yes,No,5
